Bulbasaur,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
20,5,13,12,14.5,1500,84,0.9892
4096,15,0,1,14.5,1453,78,0.8934
,,,,,,,
Probopass,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,28,1497,120,1
2,0,14,15,28,1495,120,0.9966
3,0,11,12,28.5,1500,119,0.9954
4,0,6,15,28.5,1500,121,0.9945
5,1,11,15,28,1498,120,0.9935
6,0,13,15,28,1492,120,0.9931
7,1,13,14,28,1499,119,0.9921
8,0,10,12,28.5,1497,119,0.992
9,0,15,14,28,1493,119,0.9917
10,0,5,15,28.5,1498,121,0.9909
11,1,15,13,28,1499,118,0.9906
12,1,15,12,28,1495,118,0.9906
13,0,12,11,28.5,1498,118,0.9905
14,1,10,15,28,1495,120,0.99
15,0,7,14,28.5,1498,120,0.9898
16,0,12,15,28,1490,120,0.9897
17,0,14,10,28.5,1499,117,0.989
18,3,13,15,27.5,1498,119,0.9887
19,1,12,14,28,1496,119,0.9887
20,0,9,13,28.5,1499,119,0.9885
4096,15,0,2,26.5,1473,107,0.8891
,,,,,,,
Dusknoir,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,13,24,1498,92,1
2,0,11,15,24,1500,93,0.9996
3,0,13,13,24,1495,92,0.9963
4,0,10,15,24,1497,93,0.9958
5,1,11,13,24,1498,92,0.9943
6,1,8,15,24,1500,93,0.9937
7,2,15,15,23.5,1496,92,0.9937
8,0,4,13,24.5,1500,93,0.9934
9,0,15,12,24,1496,91,0.9928
10,0,12,14,24,1498,92,0.9925
11,0,12,13,24,1492,92,0.9925
12,0,9,15,24,1495,93,0.992
13,3,13,15,23.5,1499,92,0.9918
14,0,15,7,24.5,1499,89,0.9912
15,1,13,12,24,1498,91,0.9909
16,0,9,10,24.5,1499,91,0.9909
17,1,10,14,24,1500,92,0.9905
18,1,10,13,24,1495,92,0.9905
19,4,14,13,23.5,1499,91,0.99
20,2,14,15,23.5,1494,92,0.99
4096,14,1,0,23.5,1469,82,0.895
,,,,,,,
Froslass,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,28,1500,132,1
2,0,14,15,28,1496,132,0.9939
3,1,13,15,28,1500,132,0.9937
4,0,15,14,28,1496,131,0.9924
5,3,15,15,27.5,1499,131,0.9918
6,1,15,12,28,1497,130,0.9906
7,0,14,9,28.5,1498,129,0.9887
8,0,9,15,28.5,1499,133,0.9883
9,0,13,15,28,1491,132,0.9879
10,1,12,15,28,1495,132,0.9876
11,2,11,15,28,1499,132,0.9872
12,0,15,8,28.5,1498,128,0.987
13,0,10,14,28.5,1500,132,0.987
14,0,14,14,28,1492,131,0.9864
15,1,13,14,28,1496,131,0.9861
16,2,15,15,27.5,1491,131,0.9861
17,2,12,14,28,1500,131,0.9858
18,3,14,15,27.5,1495,131,0.9858
19,0,11,13,28.5,1500,131,0.9857
20,0,11,12,28.5,1496,131,0.9857
4096,15,0,2,27.5,1474,121,0.8902
,,,,,,,
Rotom,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,15,28,1499,107,1
2,0,15,14,28,1498,106,0.9964
3,0,15,13,28,1493,106,0.9964
4,1,14,13,28,1497,106,0.996
5,2,13,13,28,1500,106,0.9956
6,0,15,9,28.5,1499,104,0.995
7,3,15,15,27.5,1500,106,0.9944
8,0,13,15,28,1494,107,0.9942
9,1,12,15,28,1498,107,0.9938
10,1,15,12,28,1496,105,0.9923
11,2,14,12,28,1500,105,0.9919
12,0,8,15,28.5,1499,108,0.9917
13,0,11,12,28.5,1497,106,0.9909
14,0,14,14,28,1494,106,0.9907
15,0,14,13,28,1489,106,0.9907
16,4,15,13,27.5,1498,105,0.9903
17,1,13,14,28,1497,106,0.9903
18,1,13,13,28,1492,106,0.9903
19,2,12,13,28,1496,106,0.9898
20,0,14,10,28.5,1500,104,0.9893
4096,15,0,0,28,1474,96,0.8914
,,,,,,,
Heat Rotom,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,15,22,1500,95,1
2,0,11,15,22,1497,95,0.9957
3,3,15,15,21.5,1497,94,0.9939
4,0,13,14,22,1498,94,0.9938
5,1,14,12,22,1499,93,0.9923
6,1,9,15,22,1498,95,0.9919
7,0,15,13,22,1500,93,0.9917
8,0,15,12,22,1495,93,0.9917
9,0,10,15,22,1494,95,0.9913
10,2,15,10,22,1499,92,0.9906
11,4,13,15,21.5,1498,94,0.9902
12,1,11,14,22,1499,94,0.99
13,3,14,15,21.5,1494,94,0.9897
14,0,12,14,22,1495,94,0.9895
15,2,15,15,21.5,1490,94,0.9891
16,2,12,12,22,1500,93,0.9885
17,0,9,10,22.5,1499,93,0.9882
18,0,14,7,22.5,1500,91,0.9881
19,4,15,14,21.5,1500,93,0.9881
20,1,13,12,22,1496,93,0.988
4096,15,4,0,21.5,1468,84,0.8955
,,,,,,,
Wash Rotom,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,15,22,1500,95,1
2,0,11,15,22,1497,95,0.9957
3,3,15,15,21.5,1497,94,0.9939
4,0,13,14,22,1498,94,0.9938
5,1,14,12,22,1499,93,0.9923
6,1,9,15,22,1498,95,0.9919
7,0,15,13,22,1500,93,0.9917
8,0,15,12,22,1495,93,0.9917
9,0,10,15,22,1494,95,0.9913
10,2,15,10,22,1499,92,0.9906
11,4,13,15,21.5,1498,94,0.9902
12,1,11,14,22,1499,94,0.99
13,3,14,15,21.5,1494,94,0.9897
14,0,12,14,22,1495,94,0.9895
15,2,15,15,21.5,1490,94,0.9891
16,2,12,12,22,1500,93,0.9885
17,0,9,10,22.5,1499,93,0.9882
18,0,14,7,22.5,1500,91,0.9881
19,4,15,14,21.5,1500,93,0.9881
20,1,13,12,22,1496,93,0.988
4096,15,4,0,21.5,1468,84,0.8955
,,,,,,,
Frost Rotom,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,15,22,1500,95,1
2,0,11,15,22,1497,95,0.9957
3,3,15,15,21.5,1497,94,0.9939
4,0,13,14,22,1498,94,0.9938
5,1,14,12,22,1499,93,0.9923
6,1,9,15,22,1498,95,0.9919
7,0,15,13,22,1500,93,0.9917
8,0,15,12,22,1495,93,0.9917
9,0,10,15,22,1494,95,0.9913
10,2,15,10,22,1499,92,0.9906
11,4,13,15,21.5,1498,94,0.9902
12,1,11,14,22,1499,94,0.99
13,3,14,15,21.5,1494,94,0.9897
14,0,12,14,22,1495,94,0.9895
15,2,15,15,21.5,1490,94,0.9891
16,2,12,12,22,1500,93,0.9885
17,0,9,10,22.5,1499,93,0.9882
18,0,14,7,22.5,1500,91,0.9881
19,4,15,14,21.5,1500,93,0.9881
20,1,13,12,22,1496,93,0.988
4096,15,4,0,21.5,1468,84,0.8955
,,,,,,,
Fan Rotom,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,15,22,1500,95,1
2,0,11,15,22,1497,95,0.9957
3,3,15,15,21.5,1497,94,0.9939
4,0,13,14,22,1498,94,0.9938
5,1,14,12,22,1499,93,0.9923
6,1,9,15,22,1498,95,0.9919
7,0,15,13,22,1500,93,0.9917
8,0,15,12,22,1495,93,0.9917
9,0,10,15,22,1494,95,0.9913
10,2,15,10,22,1499,92,0.9906
11,4,13,15,21.5,1498,94,0.9902
12,1,11,14,22,1499,94,0.99
13,3,14,15,21.5,1494,94,0.9897
14,0,12,14,22,1495,94,0.9895
15,2,15,15,21.5,1490,94,0.9891
16,2,12,12,22,1500,93,0.9885
17,0,9,10,22.5,1499,93,0.9882
18,0,14,7,22.5,1500,91,0.9881
19,4,15,14,21.5,1500,93,0.9881
20,1,13,12,22,1496,93,0.988
4096,15,4,0,21.5,1468,84,0.8955
,,,,,,,
Mow Rotom,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,15,22,1500,95,1
2,0,11,15,22,1497,95,0.9957
3,3,15,15,21.5,1497,94,0.9939
4,0,13,14,22,1498,94,0.9938
5,1,14,12,22,1499,93,0.9923
6,1,9,15,22,1498,95,0.9919
7,0,15,13,22,1500,93,0.9917
8,0,15,12,22,1495,93,0.9917
9,0,10,15,22,1494,95,0.9913
10,2,15,10,22,1499,92,0.9906
11,4,13,15,21.5,1498,94,0.9902
12,1,11,14,22,1499,94,0.99
13,3,14,15,21.5,1494,94,0.9897
14,0,12,14,22,1495,94,0.9895
15,2,15,15,21.5,1490,94,0.9891
16,2,12,12,22,1500,93,0.9885
17,0,9,10,22.5,1499,93,0.9882
18,0,14,7,22.5,1500,91,0.9881
19,4,15,14,21.5,1500,93,0.9881
20,1,13,12,22,1496,93,0.988
4096,15,4,0,21.5,1468,84,0.8955
,,,,,,,
Uxie,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,13,13,23,1500,124,1
2,0,15,11,23,1497,123,0.9989
3,2,15,15,22.5,1499,124,0.9978
4,0,10,15,23,1499,125,0.9974
5,0,12,13,23,1497,124,0.9965
6,0,14,12,23,1499,123,0.9954
7,0,14,11,23,1495,123,0.9954
8,1,12,11,23,1499,123,0.9948
9,2,14,15,22.5,1496,124,0.9943
10,0,9,15,23,1497,125,0.9938
11,1,14,10,23,1500,122,0.9937
12,3,12,15,22.5,1500,124,0.9935
13,0,11,14,23,1498,124,0.9929
14,0,11,13,23,1494,124,0.9929
15,1,9,13,23,1499,124,0.9922
16,0,7,9,23.5,1500,123,0.992
17,0,13,12,23,1496,123,0.9919
18,0,13,11,23,1492,123,0.9919
19,1,15,15,22.5,1489,124,0.9915
20,1,11,12,23,1500,123,0.9912
4096,15,2,3,21.5,1467,113,0.8974
,,,,,,,
Mesprit,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,12,18.5,1498,116,1
2,0,13,14,18.5,1499,117,0.9997
3,1,13,12,18.5,1499,116,0.9959
4,0,14,13,18.5,1499,116,0.9956
5,0,14,12,18.5,1495,116,0.9956
6,1,11,14,18.5,1499,117,0.9955
7,0,12,15,18.5,1499,117,0.9953
8,0,12,14,18.5,1496,117,0.9953
9,1,14,11,18.5,1498,115,0.9917
10,2,11,12,18.5,1499,116,0.9916
11,5,14,15,18,1500,116,0.9915
12,1,12,13,18.5,1499,116,0.9914
13,1,12,12,18.5,1495,116,0.9914
14,0,15,11,18.5,1494,115,0.9914
15,4,15,15,18,1496,116,0.9913
16,2,9,14,18.5,1500,117,0.9912
17,0,13,13,18.5,1495,116,0.9912
18,0,13,12,18.5,1492,116,0.9912
19,1,10,15,18.5,1500,117,0.9911
20,1,10,14,18.5,1496,117,0.9911
4096,15,0,0,18,1463,107,0.8975
,,,,,,,
Azelf,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,11,17.5,1500,107,1
2,0,12,13,17.5,1499,108,0.9971
3,0,15,9,17.5,1497,106,0.9967
4,5,15,14,17,1500,107,0.9954
5,1,11,13,17.5,1500,108,0.9947
6,2,15,7,17.5,1500,105,0.9946
7,1,14,9,17.5,1498,106,0.9943
8,0,10,15,17.5,1497,109,0.994
9,0,13,12,17.5,1500,107,0.9939
10,0,13,11,17.5,1496,107,0.9939
11,2,13,9,17.5,1499,106,0.9919
12,4,15,15,17,1499,107,0.9918
13,4,15,14,17,1495,107,0.9918
14,1,12,11,17.5,1497,107,0.9915
15,1,9,15,17.5,1498,109,0.9915
16,0,11,14,17.5,1498,108,0.991
17,0,11,13,17.5,1494,108,0.991
18,1,15,8,17.5,1499,105,0.9909
19,1,15,7,17.5,1495,105,0.9909
20,0,14,10,17.5,1496,106,0.9907
4096,12,0,1,17.5,1459,101,0.9022
,,,,,,,
Dialga,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,13,8,14,1500,106,1
2,5,15,14,13.5,1500,107,0.9999
3,5,15,13,13.5,1497,107,0.9999
4,0,15,6,14,1500,105,0.9994
5,6,14,13,13.5,1499,107,0.9991
6,4,15,15,13.5,1498,107,0.9964
7,4,15,14,13.5,1495,107,0.9964
8,4,15,13,13.5,1492,107,0.9964
9,0,6,14,14,1497,109,0.9962
10,0,8,12,14,1497,108,0.9961
11,0,10,10,14,1497,107,0.9959
12,0,12,8,14,1497,106,0.9955
13,5,14,15,13.5,1500,107,0.9955
14,5,14,14,13.5,1497,107,0.9955
15,5,14,13,13.5,1494,107,0.9955
16,1,5,14,14,1499,109,0.9952
17,1,7,12,14,1499,108,0.9952
18,1,9,10,14,1499,107,0.995
19,0,14,7,14,1500,105,0.995
20,0,14,6,14,1497,105,0.995
4096,14,0,0,13.5,1448,100,0.9005
,,,,,,,
Palkia,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,13,14,1500,100,1
2,0,11,15,14,1498,101,0.9968
3,1,10,15,14,1500,101,0.9959
4,0,13,13,14,1497,100,0.9956
5,1,12,13,14,1499,100,0.9948
6,0,15,12,14,1500,99,0.9943
7,0,15,11,14,1496,99,0.9943
8,1,14,11,14,1498,99,0.9935
9,2,13,11,14,1500,99,0.9927
10,0,10,15,14,1495,101,0.9924
11,1,9,15,14,1497,101,0.9915
12,2,15,9,14,1499,98,0.9913
13,0,12,14,14,1498,100,0.9913
14,0,12,13,14,1494,100,0.9913
15,2,8,15,14,1499,101,0.9906
16,1,11,14,14,1500,100,0.9904
17,1,11,13,14,1496,100,0.9904
18,0,14,12,14,1497,99,0.99
19,0,14,11,14,1493,99,0.99
20,9,15,14,13.5,1500,99,0.9896
4096,15,0,5,13.5,1447,94,0.8966
,,,,,,,
Heatran,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,10,15,1498,113,1
2,0,12,12,15,1498,114,1
3,0,10,14,15,1498,115,0.9998
4,1,13,10,15,1500,113,0.9996
5,1,15,8,15,1500,112,0.9995
6,1,11,12,15,1500,114,0.9995
7,1,9,14,15,1500,115,0.9992
8,0,13,11,15,1498,113,0.9956
9,0,13,10,15,1494,113,0.9956
10,0,15,9,15,1498,112,0.9955
11,0,15,8,15,1494,112,0.9955
12,0,11,13,15,1498,114,0.9955
13,0,11,12,15,1494,114,0.9955
14,0,9,15,15,1498,115,0.9953
15,0,9,14,15,1495,115,0.9953
16,1,12,11,15,1500,113,0.9951
17,1,12,10,15,1497,113,0.9951
18,1,14,9,15,1500,112,0.9951
19,1,14,8,15,1497,112,0.9951
20,1,10,13,15,1500,114,0.995
4096,15,0,0,14.5,1452,106,0.9017
,,,,,,,
Regigigas,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,8,13,13,1500,112,1
2,0,6,15,13,1500,113,0.9997
3,0,11,9,13,1498,110,0.9957
4,0,9,12,13,1500,111,0.9956
5,0,9,11,13,1497,111,0.9956
6,0,13,7,13,1498,109,0.9955
7,0,7,14,13,1500,112,0.9954
8,0,7,13,13,1497,112,0.9954
9,0,15,5,13,1498,108,0.9952
10,6,15,14,12.5,1499,110,0.9951
11,6,15,13,12.5,1496,110,0.9951
12,0,5,15,13,1496,113,0.995
13,1,10,9,13,1499,110,0.9946
14,1,12,7,13,1500,109,0.9945
15,1,8,11,13,1499,111,0.9945
16,1,14,5,13,1500,108,0.9943
17,1,6,13,13,1499,112,0.9943
18,7,14,13,12.5,1498,110,0.994
19,1,4,15,13,1498,113,0.9939
20,2,5,13,13,1500,112,0.9931
4096,14,0,0,12.5,1443,103,0.8934
,,,,,,,
Giratina Altered Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,11,12,17,1499,163,1
2,0,15,7,17,1499,160,0.9982
3,0,12,11,17,1500,162,0.9981
4,0,9,15,17,1500,164,0.9976
5,0,9,14,17,1498,164,0.9976
6,3,15,15,16.5,1498,162,0.9967
7,0,13,10,17,1500,161,0.9961
8,0,13,9,17,1498,161,0.9961
9,0,10,13,17,1498,163,0.9958
10,0,10,12,17,1496,163,0.9958
11,1,13,7,17,1500,160,0.9952
12,1,7,14,17,1499,164,0.9944
13,0,14,8,17,1498,160,0.9941
14,0,14,7,17,1496,160,0.9941
15,0,11,11,17,1496,162,0.9939
16,4,13,15,16.5,1500,162,0.9936
17,0,8,15,17,1497,164,0.9933
18,0,8,14,17,1494,164,0.9933
19,1,14,5,17,1498,159,0.9931
20,1,11,9,17,1499,161,0.993
4096,15,0,0,16,1458,151,0.8979
,,,,,,,
Giratina Origin Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,10,11,15.5,1500,155,1
2,3,15,15,15,1499,154,0.9991
3,3,15,14,15,1497,154,0.9991
4,0,11,9,15.5,1499,154,0.9986
5,4,14,14,15,1500,154,0.9985
6,0,7,15,15.5,1498,157,0.9975
7,0,12,8,15.5,1500,153,0.9971
8,0,12,7,15.5,1497,153,0.9971
9,4,15,12,15,1498,153,0.9969
10,1,11,7,15.5,1500,153,0.9965
11,0,8,14,15.5,1500,156,0.9962
12,0,8,13,15.5,1497,156,0.9962
13,0,13,6,15.5,1498,152,0.9956
14,1,7,13,15.5,1500,156,0.9955
15,0,9,12,15.5,1499,155,0.9949
16,0,9,11,15.5,1496,155,0.9949
17,5,15,10,15,1500,152,0.9947
18,2,15,15,15,1493,154,0.9947
19,2,15,14,15,1490,154,0.9947
20,1,8,11,15.5,1499,155,0.9942
4096,15,5,1,14.5,1452,144,0.9035
,,,,,,,
Cresselia,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,2,15,13,20,1500,163,1
2,1,15,15,20,1496,164,0.9996
3,2,13,15,20,1500,164,0.9988
4,0,13,8,20.5,1498,162,0.9981
5,0,8,13,20.5,1498,165,0.9978
6,0,11,10,20.5,1498,163,0.9969
7,2,14,14,20,1500,163,0.9963
8,2,14,13,20,1497,163,0.9963
9,0,6,15,20.5,1498,166,0.9963
10,1,14,15,20,1493,164,0.9959
11,0,14,7,20.5,1498,161,0.9956
12,0,9,12,20.5,1498,164,0.9955
13,2,12,15,20,1497,164,0.9951
14,0,12,9,20.5,1498,162,0.9944
15,0,12,8,20.5,1495,162,0.9944
16,0,7,14,20.5,1498,165,0.9941
17,0,7,13,20.5,1495,165,0.9941
18,2,15,12,20,1497,162,0.9939
19,1,10,8,20.5,1499,162,0.9936
20,1,15,14,20,1493,163,0.9935
4096,14,1,1,19,1463,151,0.9
,,,,,,,
Phione,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,13,13,27.5,1498,142,1
2,2,14,15,27,1500,142,0.9996
3,1,15,15,27,1496,142,0.9992
4,0,14,12,27.5,1499,141,0.9986
5,1,14,10,27.5,1500,140,0.9977
6,0,15,11,27.5,1499,140,0.9972
7,0,15,10,27.5,1495,140,0.9972
8,0,11,15,27.5,1497,143,0.9955
9,0,9,11,28,1500,142,0.9949
10,1,11,13,27.5,1499,142,0.9947
11,0,12,14,27.5,1497,142,0.9943
12,0,12,13,27.5,1494,142,0.9943
13,2,13,15,27,1496,142,0.9939
14,0,15,4,28,1500,137,0.9936
15,1,14,15,27,1491,142,0.9935
16,1,12,12,27.5,1499,141,0.9934
17,0,15,15,27,1486,142,0.993
18,0,13,12,27.5,1494,141,0.993
19,2,14,14,27,1497,141,0.9926
20,1,15,14,27,1492,141,0.9921
4096,15,2,0,26.5,1477,130,0.9033
,,,,,,,
Manaphy,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,10,13,17.5,1500,133,1
2,0,8,15,17.5,1500,134,0.9984
3,0,11,12,17.5,1500,132,0.997
4,3,14,15,17,1498,132,0.9957
5,1,8,13,17.5,1500,133,0.9956
6,0,9,14,17.5,1500,133,0.9955
7,0,9,13,17.5,1497,133,0.9955
8,2,15,15,17,1494,132,0.9954
9,0,14,8,17.5,1498,130,0.9952
10,0,12,10,17.5,1497,131,0.9939
11,1,6,15,17.5,1500,134,0.9939
12,0,7,15,17.5,1496,134,0.9938
13,4,14,13,17,1499,131,0.9928
14,3,15,14,17,1498,131,0.9926
15,3,15,13,17,1495,131,0.9926
16,0,10,12,17.5,1497,132,0.9925
17,1,14,6,17.5,1498,129,0.9923
18,0,15,7,17.5,1498,129,0.992
19,0,15,6,17.5,1495,129,0.992
20,4,12,15,17,1498,132,0.9914
4096,15,4,1,16.5,1457,122,0.9014
,,,,,,,
Darkrai,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,10,14,15,1500,96,1
2,0,12,12,15,1499,95,0.9991
3,0,14,10,15,1498,94,0.998
4,5,15,15,14.5,1497,95,0.9968
5,1,13,10,15,1500,94,0.9968
6,6,14,15,14.5,1499,95,0.9955
7,1,15,8,15,1499,93,0.9955
8,0,9,14,15,1497,96,0.9952
9,0,11,13,15,1500,95,0.9943
10,0,11,12,15,1496,95,0.9943
11,2,14,8,15,1500,93,0.9943
12,7,13,15,14.5,1500,95,0.9942
13,1,8,14,15,1498,96,0.9939
14,4,15,15,14.5,1492,95,0.9934
15,0,13,11,15,1499,94,0.9933
16,0,13,10,15,1495,94,0.9933
17,7,15,13,14.5,1499,94,0.9931
18,1,10,12,15,1497,95,0.9931
19,2,7,14,15,1500,96,0.9925
20,5,14,15,14.5,1494,95,0.9921
4096,15,3,2,14.5,1451,88,0.9014
,,,,,,,
Shaymin Land Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,10,13,17.5,1500,133,1
2,0,8,15,17.5,1500,134,0.9984
3,0,11,12,17.5,1500,132,0.997
4,3,14,15,17,1498,132,0.9957
5,1,8,13,17.5,1500,133,0.9956
6,0,9,14,17.5,1500,133,0.9955
7,0,9,13,17.5,1497,133,0.9955
8,2,15,15,17,1494,132,0.9954
9,0,14,8,17.5,1498,130,0.9952
10,0,12,10,17.5,1497,131,0.9939
11,1,6,15,17.5,1500,134,0.9939
12,0,7,15,17.5,1496,134,0.9938
13,4,14,13,17,1499,131,0.9928
14,3,15,14,17,1498,131,0.9926
15,3,15,13,17,1495,131,0.9926
16,0,10,12,17.5,1497,132,0.9925
17,1,14,6,17.5,1498,129,0.9923
18,0,15,7,17.5,1498,129,0.992
19,0,15,6,17.5,1495,129,0.992
20,4,12,15,17,1498,132,0.9914
4096,15,4,1,16.5,1457,122,0.9014
,,,,,,,
Shaymin Sky Forme,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,15,15.5,1500,126,1
2,0,15,13,15.5,1498,125,0.9976
3,1,14,13,15.5,1500,125,0.9959
4,0,13,15,15.5,1496,126,0.9944
5,1,15,11,15.5,1497,124,0.9934
6,1,12,15,15.5,1497,126,0.9927
7,0,14,14,15.5,1497,125,0.9921
8,0,14,13,15.5,1494,125,0.9921
9,2,14,11,15.5,1499,124,0.9917
10,2,11,15,15.5,1499,126,0.9909
11,1,13,14,15.5,1499,125,0.9903
12,1,13,13,15.5,1495,125,0.9903
13,3,13,11,15.5,1500,124,0.9899
14,0,15,12,15.5,1495,124,0.9896
15,0,15,11,15.5,1492,124,0.9896
16,2,15,10,15.5,1500,123,0.9891
17,2,15,9,15.5,1497,123,0.9891
18,3,10,15,15.5,1500,126,0.989
19,0,12,15,15.5,1492,126,0.9889
20,2,12,14,15.5,1500,125,0.9886
4096,15,4,3,15,1454,117,0.8975
,,,,,,,
Arceus,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,14,1498,125,1
2,1,13,14,14,1498,125,0.9963
3,1,15,12,14,1498,124,0.9962
4,0,14,15,14,1498,125,0.996
5,0,14,14,14,1495,125,0.996
6,2,11,14,14,1499,125,0.9925
7,2,13,12,14,1499,124,0.9924
8,1,12,15,14,1498,125,0.9923
9,1,12,14,14,1495,125,0.9923
10,2,15,10,14,1499,123,0.9923
11,1,14,13,14,1498,124,0.9922
12,1,14,12,14,1495,124,0.9922
13,0,13,15,14,1495,125,0.9921
14,0,13,14,14,1492,125,0.9921
15,0,15,13,14,1495,124,0.992
16,0,15,12,14,1492,124,0.992
17,3,11,12,14,1499,124,0.9886
18,3,9,14,14,1499,125,0.9886
19,3,13,10,14,1499,123,0.9885
20,2,12,13,14,1499,124,0.9885
4096,15,0,0,13.5,1447,116,0.8949
,,,,,,,
Victini,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,10,13,17.5,1500,133,1
2,0,8,15,17.5,1500,134,0.9984
3,0,11,12,17.5,1500,132,0.997
4,3,14,15,17,1498,132,0.9957
5,1,8,13,17.5,1500,133,0.9956
6,0,9,14,17.5,1500,133,0.9955
7,0,9,13,17.5,1497,133,0.9955
8,2,15,15,17,1494,132,0.9954
9,0,14,8,17.5,1498,130,0.9952
10,0,12,10,17.5,1497,131,0.9939
11,1,6,15,17.5,1500,134,0.9939
12,0,7,15,17.5,1496,134,0.9938
13,4,14,13,17,1499,131,0.9928
14,3,15,14,17,1498,131,0.9926
15,3,15,13,17,1495,131,0.9926
16,0,10,12,17.5,1497,132,0.9925
17,1,14,6,17.5,1498,129,0.9923
18,0,15,7,17.5,1498,129,0.992
19,0,15,6,17.5,1495,129,0.992
20,4,12,15,17,1498,132,0.9914
4096,15,4,1,16.5,1457,122,0.9014
,,,,,,,
Snivy,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,849,113,1
2,15,14,15,40,846,113,0.9918
3,15,15,14,40,846,112,0.9912
4,14,15,15,40,841,113,0.9903
5,15,15,15,39.5,843,112,0.9841
6,15,13,15,40,842,113,0.9836
7,15,14,14,40,843,112,0.983
8,15,15,13,40,843,111,0.9823
9,14,14,15,40,838,113,0.9822
10,14,15,14,40,838,112,0.9815
11,13,15,15,40,833,113,0.9806
12,15,15,15,39,837,112,0.977
13,15,14,15,39.5,840,112,0.976
14,15,12,15,40,839,113,0.9754
15,15,15,14,39.5,840,111,0.9753
16,15,15,13,39.5,837,111,0.9753
17,15,13,14,40,839,112,0.9749
18,14,15,15,39.5,835,112,0.9745
19,15,14,13,40,840,111,0.9742
20,14,13,15,40,834,113,0.9741
4096,0,0,0,40,643,101,0.6697
,,,,,,,
Servine,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1441,134,1
2,15,14,15,40,1437,134,0.994
3,14,15,15,40,1431,134,0.9927
4,15,15,14,40,1437,133,0.9925
5,15,13,15,40,1433,134,0.988
6,14,14,15,40,1426,134,0.9868
7,15,14,14,40,1433,133,0.9866
8,15,15,15,39.5,1431,133,0.9855
9,15,15,14,39.5,1427,133,0.9855
10,13,15,15,40,1420,134,0.9854
11,14,15,14,40,1427,133,0.9853
12,15,15,13,40,1433,132,0.9851
13,15,12,15,40,1428,134,0.982
14,14,13,15,40,1422,134,0.9808
15,15,13,14,40,1428,133,0.9807
16,15,14,15,39.5,1427,133,0.9795
17,15,14,14,39.5,1422,133,0.9795
18,13,14,15,40,1416,134,0.9795
19,14,14,14,40,1422,133,0.9794
20,15,14,13,40,1428,132,0.9792
